Buchanan (01.07.1999): Reims 168,00 z³
Buchanan (01.07.1999): Reims 100,00 z³
Buchanan (01.07.1999): Reims 175,00 z³
Suyama (02.07.1999): Münster 171,00 z³
Suyama (02.07.1999): Münster 1680,00 z³
Peacock (05.07.1999): Rio de Janeir 80,00 z³
Peacock (05.07.1999): Rio de Janeir 1470,00 z³
Peacock (05.07.1999): Rio de Janeir 255,00 z³
Leverling (05.07.1999): Lyon 102,00 z³
Leverling (05.07.1999): Lyon 240,00 z³
Leverling (05.07.1999): Lyon 340,00 z³
Peacock (06.07.1999): Charleroi 2600,00 z³
Peacock (06.07.1999): Charleroi 50,00 z³
Peacock (06.07.1999): Charleroi 1080,00 z³
Leverling (07.07.1999): Rio de Janeir 200,00 z³
Leverling (07.07.1999): Rio de Janeir 588,00 z³
Leverling (07.07.1999): Rio de Janeir 640,00 z³
Buchanan (08.07.1999): Berno 60,00 z³
Buchanan (08.07.1999): Berno 399,00 z³
Buchanan (08.07.1999): Berno 168,00 z³
Dodsworth (09.07.1999): Genewa 300,00 z³
Dodsworth (09.07.1999): Genewa 490,00 z³
Dodsworth (09.07.1999): Genewa 375,00 z³
Dodsworth (09.07.1999): Genewa 1320,00 z³
Leverling (12.07.1999): Resende 390,00 z³
Leverling (12.07.1999): Resende 120,00 z³
Peacock (13.07.1999): San Cristóbal 875,00 z³
Peacock (13.07.1999): San Cristóbal 84,00 z³
Peacock (13.07.1999): San Cristóbal 150,00 z³
Davolio (14.07.1999): Graz 750,00 z³
Davolio (14.07.1999): Graz 1105,00 z³
Davolio (14.07.1999): Graz 156,00 z³
Peacock (15.07.1999): México D.F. 80,00 z³
Peacock (15.07.1999): México D.F. 21,00 z³
Peacock (16.07.1999): Kolonia 128,00 z³
Peacock (16.07.1999): Kolonia 800,00 z³
Peacock (16.07.1999): Kolonia 585,00 z³
Peacock (16.07.1999): Kolonia 252,00 z³
Peacock (16.07.1999): Rio de Janeir 160,00 z³
Peacock (16.07.1999): Rio de Janeir 280,00 z³
Callahan (19.07.1999): Albuquerque 204,00 z³
Callahan (19.07.1999): Albuquerque 360,00 z³
Callahan (19.07.1999): Albuquerque 60,00 z³
Dodsworth (20.07.1999): Graz 840,00 z³
Dodsworth (20.07.1999): Graz 112,00 z³
Dodsworth (20.07.1999): Graz 1260,00 z³
Dodsworth (20.07.1999): Graz 288,00 z³
Suyama (21.07.1999): Bräcke 525,00 z³
Suyama (21.07.1999): Bräcke 200,00 z³
Fuller (22.07.1999): Strasbourg 930,00 z³
Fuller (22.07.1999): Strasbourg 240,00 z³
Leverling (23.07.1999): Oulu 360,00 z³
Peacock (26.07.1999): Monachium 750,00 z³
Peacock (26.07.1999): Monachium 3080,00 z³
Peacock (26.07.1999): Monachium 210,00 z³
Callahan (27.07.1999): Caracas 990,00 z³
Callahan (27.07.1999): Caracas 112,00 z³
Buchanan (28.07.1999): Seattle 120,00 z³
Buchanan (28.07.1999): Seattle 560,00 z³
Davolio (29.07.1999): Oulu 450,00 z³
Davolio (29.07.1999): Oulu 925,00 z³
Suyama (29.07.1999): Lander 48,00 z³
Suyama (30.07.1999): Albuquerque 390,00 z³
Suyama (30.07.1999): Albuquerque 400,00 z³
Suyama (30.07.1999): Albuquerque 672,00 z³
Leverling (02.08.1999): Cunewalde 600,00 z³
Leverling (02.08.1999): Cunewalde 150,00 z³
Leverling (02.08.1999): Cunewalde 40,00 z³
Leverling (02.08.1999): Cunewalde 900,00 z³
Leverling (02.08.1999): Cunewalde 462,00 z³
Suyama (03.08.1999): Reims 340,00 z³
Suyama (03.08.1999): Reims 196,00 z³
Davolio (04.08.1999): Bergamo 48,00 z³
Davolio (04.08.1999): Bergamo 264,00 z³
Callahan (05.08.1999): México D.F. 375,00 z³
Callahan (05.08.1999): México D.F. 50,00 z³
Fuller (06.08.1999): Lipsk 720,00 z³
Fuller (06.08.1999): Lipsk 468,00 z³
Callahan (09.08.1999): Luleaa 256,00 z³
Callahan (09.08.1999): Luleaa 660,00 z³
Callahan (09.08.1999): Luleaa 280,00 z³
Callahan (09.08.1999): Luleaa 300,00 z³
Callahan (10.08.1999): Frankfurt n/M 465,00 z³
Fuller (11.08.1999): Luleaa 48,00 z³
Fuller (11.08.1999): Luleaa 380,00 z³
Fuller (11.08.1999): Luleaa 180,00 z³
Peacock (11.08.1999): Madryt 7,00 z³
Peacock (11.08.1999): Madryt 24,00 z³
Peacock (11.08.1999): Madryt 56,00 z³
Peacock (12.08.1999): Madryt 126,00 z³
Peacock (12.08.1999): Madryt 32,00 z³
Leverling (13.08.1999): Barquisimeto 240,00 z³
Leverling (13.08.1999): Barquisimeto 126,00 z³
Leverling (13.08.1999): Barquisimeto 945,00 z³
Leverling (13.08.1999): Barquisimeto 84,00 z³
Peacock (16.08.1999): Frankfurt n/M 525,00 z³
Peacock (16.08.1999): Frankfurt n/M 336,00 z³
Peacock (16.08.1999): Frankfurt n/M 540,00 z³
Peacock (16.08.1999): Frankfurt n/M 55,00 z³
Davolio (17.08.1999): Cunewalde 630,00 z³
Davolio (17.08.1999): Cunewalde 600,00 z³
Davolio (17.08.1999): Cunewalde 936,00 z³
Callahan (18.08.1999): Cunewalde 1400,00 z³
Callahan (18.08.1999): Cunewalde 1560,00 z³
Callahan (19.08.1999): Rio de Janeir 560,00 z³
Callahan (19.08.1999): Rio de Janeir 220,00 z³
Callahan (19.08.1999): Rio de Janeir 150,00 z³
Peacock (20.08.1999): Reggio Emilia 60,00 z³
Peacock (20.08.1999): Reggio Emilia 30,00 z³
King (23.08.1999): Londyn 240,00 z³
King (23.08.1999): Londyn 243,00 z³
Callahan (24.08.1999): São Paulo 340,00 z³
Callahan (24.08.1999): São Paulo 1485,00 z³
Callahan (24.08.1999): São Paulo 240,00 z³
Callahan (24.08.1999): São Paulo 100,00 z³
Suyama (24.08.1999): Rio de Janeir 100,00 z³
Suyama (24.08.1999): Rio de Janeir 384,00 z³
Suyama (24.08.1999): Rio de Janeir 84,00 z³
Davolio (25.08.1999): São Paulo 1300,00 z³
Davolio (26.08.1999): México D.F. 600,00 z³
Davolio (26.08.1999): México D.F. 40,00 z³
Davolio (26.08.1999): México D.F. 175,00 z³
Davolio (26.08.1999): México D.F. 36,00 z³
Peacock (27.08.1999): Albuquerque 252,00 z³
Peacock (27.08.1999): Albuquerque 465,00 z³
Peacock (27.08.1999): Albuquerque 555,00 z³
Peacock (27.08.1999): Albuquerque 567,00 z³
Peacock (27.08.1999): Albuquerque 36,00 z³
Fuller (30.08.1999): Reims 120,00 z³
Suyama (31.08.1999): Barquisimeto 204,00 z³
Suyama (31.08.1999): Barquisimeto 420,00 z³
Suyama (31.08.1999): Barquisimeto 435,00 z³
Buchanan (01.09.1999): Strasbourg 840,00 z³
Buchanan (01.09.1999): Strasbourg 560,00 z³
Suyama (02.09.1999): Cork 600,00 z³
Suyama (02.09.1999): Cork 600,00 z³
Suyama (02.09.1999): Cork 1320,00 z³
Suyama (02.09.1999): Cork 585,00 z³
Peacock (03.09.1999): Rio de Janeir 105,00 z³
Peacock (03.09.1999): Rio de Janeir 240,00 z³
Fuller (06.09.1999): Bergamo 420,00 z³
Fuller (06.09.1999): Bergamo 200,00 z³
Callahan (06.09.1999): Stuttgart 150,00 z³
Callahan (06.09.1999): Stuttgart 600,00 z³
Peacock (07.09.1999): Charleroi 1240,00 z³
Peacock (07.09.1999): Charleroi 1008,00 z³
Peacock (07.09.1999): Charleroi 444,00 z³
King (08.09.1999): Sewilla 600,00 z³
King (08.09.1999): Sewilla 510,00 z³
King (08.09.1999): Sewilla 150,00 z³
Davolio (09.09.1999): México D.F. 480,00 z³
Davolio (09.09.1999): México D.F. 440,00 z³
Davolio (09.09.1999): México D.F. 34,00 z³
Callahan (10.09.1999): Anchorage 1250,00 z³
Callahan (10.09.1999): Anchorage 2475,00 z³
Callahan (10.09.1999): Anchorage 420,00 z³
Davolio (13.09.1999): Madryt 210,00 z³
Davolio (13.09.1999): Madryt 260,00 z³
Davolio (13.09.1999): Madryt 30,00 z³
Fuller (14.09.1999): Portland 390,00 z³
Fuller (14.09.1999): Portland 30,00 z³
King (15.09.1999): México D.F. 29,00 z³
King (15.09.1999): México D.F. 60,00 z³
Leverling (16.09.1999): Cork 360,00 z³
Leverling (16.09.1999): Cork 600,00 z³
Leverling (16.09.1999): Cork 22,00 z³
Leverling (16.09.1999): Cork 740,00 z³
Leverling (16.09.1999): Cork 51,00 z³
Callahan (17.09.1999): Portland 140,00 z³
Callahan (17.09.1999): Portland 195,00 z³
Davolio (17.09.1999): Nantes 66,00 z³
Davolio (17.09.1999): Nantes 203,00 z³
Fuller (20.09.1999): Stuttgart 144,00 z³
Fuller (20.09.1999): Stuttgart 888,00 z³
Fuller (20.09.1999): Stuttgart 520,00 z³
Fuller (20.09.1999): Stuttgart 60,00 z³
Fuller (21.09.1999): Cunewalde 180,00 z³
Davolio (22.09.1999): Albuquerque 1040,00 z³
Davolio (22.09.1999): Albuquerque 330,00 z³
Davolio (22.09.1999): Albuquerque 975,00 z³
Peacock (23.09.1999): Hedge End 154,00 z³
Peacock (23.09.1999): Hedge End 360,00 z³
Davolio (24.09.1999): Albuquerque 80,00 z³
Davolio (24.09.1999): Albuquerque 2730,00 z³
Suyama (27.09.1999): Portland 280,00 z³
